Session	Time	Date	Author	Event	Parameter	Details
2	0	2013-02-04 12:29:30	113	vResource	1219	NA
3	0	2013-02-04 13:58:28	113	aScript	268	NA
3	407	2013-02-04 14:05:15	113	aComposition	206	NA
3	511	2013-02-04 14:13:46	113	vComposition	206	NA
3	14	2013-02-04 14:14:00	113	eComposition	206	add/1321
3	20	2013-02-04 14:14:20	113	vResource	1219	NA
3	6	2013-02-04 14:14:26	113	eScript	268	add:1219
3	111	2013-02-04 14:16:17	113	eComposition	206	add/1322
3	23	2013-02-04 14:16:40	113	eComposition	206	edit/1322
3	64	2013-02-04 14:17:44	113	eComposition	206	edit/1322
3	22	2013-02-04 14:18:06	113	eComposition	206	edit/1321
3	43	2013-02-04 14:18:49	113	eComposition	206	add/1323
3	17	2013-02-04 14:19:06	113	eComposition	206	delete/1323
4	0	2013-02-04 15:12:42	113	eComposition	206	edit/1321
4	37	2013-02-04 15:13:19	113	eComposition	206	add/1324
9	0	2013-02-05 10:39:32	1	vGroup	177	NA
4	0	2013-02-06 11:25:02	231	aDocument	75	NA
4	4	2013-02-06 11:25:06	231	vDocument	75	NA
4	926	2013-02-06 11:40:32	231	vResource	1220	NA
10	0	2013-02-06 11:43:55	1	vDocument	75	NA
10	368	2013-02-06 11:50:03	1	vDocument	75	NA
1	0	2013-02-06 12:16:09	238	vResource	1222	NA
1	1	2013-02-06 12:16:10	238	vResource	1222	NA
1	607	2013-02-06 12:26:17	238	rResource	1222	NA
1	12	2013-02-06 12:26:29	238	vResource	1221	NA
1	0	2013-02-06 12:26:29	238	vResource	1221	NA
1	168	2013-02-06 12:29:17	238	sResource	1221	NA
1	1161	2013-02-06 12:48:38	238	rResource	1221	NA
1	73	2013-02-06 12:49:51	238	vResource	1220	NA
1	0	2013-02-06 12:49:51	238	vResource	1220	NA
1	197	2013-02-06 12:53:08	238	vResource	1219	NA
1	0	2013-02-06 12:53:08	238	vResource	1219	NA
11	0	2013-02-06 15:19:51	1	vGroup	165	NA
11	916	2013-02-06 15:35:07	1	vDocument	75	NA
11	312	2013-02-06 15:40:19	1	aAnnDocument	1147	75
11	413	2013-02-06 15:47:12	1	vDocument	75	NA
1	0	2013-02-06 16:16:58	236	pScript	267	NA
5	0	2013-02-06 16:37:54	231	vDocument	75	NA
5	1598	2013-02-06 17:04:32	231	vResource	1222	NA
2	0	2013-02-06 17:19:37	236	vDocument	75	NA
5	0	2013-02-06 17:20:00	113	vResource	1219	NA
2	68	2013-02-06 17:20:45	236	vResource	1220	NA
1	0	2013-02-06 17:21:01	233	aResource	1223	NA
1	37	2013-02-06 17:21:38	233	vResource	1223	NA
2	0	2013-02-06 17:22:19	238	vDocument	75	NA
1	0	2013-02-06 17:23:07	240	vCampus	178	NA
1	14	2013-02-06 17:23:21	240	vCampus	178	NA
1	38	2013-02-06 17:23:59	240	vCampus	178	NA
1	22	2013-02-06 17:24:21	240	vCampus	178	NA
1	166	2013-02-06 17:24:24	233	aAnnotation	1148	NA
2	221	2013-02-06 17:24:26	236	aResource	1224	NA
5	1217	2013-02-06 17:24:49	231	vResource	1224	NA
2	61	2013-02-06 17:25:27	236	aResource	1225	NA
2	13	2013-02-06 17:25:40	236	vResource	1225	NA
2	204	2013-02-06 17:25:43	238	aResource	1226	NA
2	38	2013-02-06 17:26:21	238	aResource	1227	NA
2	7	2013-02-06 17:26:28	238	eResource	1227	NA
1	0	2013-02-06 17:26:29	235	vResource	1223	NA
2	3	2013-02-06 17:26:31	238	eResource	1227	NA
2	8	2013-02-06 17:26:39	238	vResource	1227	NA
2	61	2013-02-06 17:27:40	238	aResource	1228	NA
2	33	2013-02-06 17:28:13	238	vResource	1228	NA
2	0	2013-02-06 17:28:13	238	vResource	1228	NA
1	244	2013-02-06 17:28:28	233	vResource	1228	NA
5	221	2013-02-06 17:28:30	231	aResource	1229	NA
5	10	2013-02-06 17:28:40	231	eResource	1229	NA
5	19	2013-02-06 17:28:59	231	eResource	1229	NA
5	7	2013-02-06 17:29:06	231	eResource	1229	NA
5	8	2013-02-06 17:29:14	231	aResource	1230	NA
5	11	2013-02-06 17:29:25	231	eResource	1229	NA
1	84	2013-02-06 17:29:52	233	aScript	270	NA
2	100	2013-02-06 17:29:53	238	vResource	1228	NA
2	0	2013-02-06 17:29:53	238	vResource	1228	NA
2	7	2013-02-06 17:30:00	238	dResource	1228	NA
2	8	2013-02-06 17:30:08	238	vResource	1226	NA
5	62	2013-02-06 17:30:27	231	vResource	1228	NA
1	373	2013-02-06 17:30:34	240	aScript	271	NA
5	658	2013-02-06 17:30:58	113	aScript	272	NA
2	320	2013-02-06 17:31:00	236	aScript	273	NA
1	272	2013-02-06 17:31:01	235	aScript	274	NA
2	59	2013-02-06 17:31:07	238	aScript	275	NA
5	17	2013-02-06 17:31:15	113	vResource	1227	NA
1	16	2013-02-06 17:31:17	235	vResource	1227	NA
5	51	2013-02-06 17:31:18	231	aScript	276	NA
1	0	2013-02-06 17:31:22	241	vResource	1227	NA
2	22	2013-02-06 17:31:29	238	vResource	1226	NA
2	0	2013-02-06 17:31:29	238	vResource	1226	NA
5	17	2013-02-06 17:31:32	113	eScript	272	add:1227
1	17	2013-02-06 17:31:34	235	eScript	274	add:1227
5	16	2013-02-06 17:31:34	231	vResource	1229	NA
2	36	2013-02-06 17:31:36	236	vResource	1222	NA
2	9	2013-02-06 17:31:38	238	eScript	275	add:1226
5	4	2013-02-06 17:31:38	231	eScript	276	add:1229
5	12	2013-02-06 17:31:50	231	vResource	1230	NA
5	3	2013-02-06 17:31:53	231	eScript	276	add:1230
2	18	2013-02-06 17:31:54	236	eScript	273	add:1222
5	8	2013-02-06 17:32:01	231	pScript	276	NA
5	0	2013-02-06 17:32:01	231	vResource	1229	NA
1	47	2013-02-06 17:32:09	241	aScript	277	NA
1	7	2013-02-06 17:32:16	241	vResource	1227	NA
1	8	2013-02-06 17:32:24	241	eScript	277	add:1227
1	171	2013-02-06 17:32:43	233	pScript	267	NA
1	0	2013-02-06 17:33:08	232	aScript	278	NA
1	26	2013-02-06 17:33:09	233	pScript	267	NA
1	2	2013-02-06 17:33:10	232	aScript	279	NA
1	10	2013-02-06 17:33:19	233	pScript	276	NA
1	0	2013-02-06 17:33:19	233	vResource	1229	NA
1	170	2013-02-06 17:33:24	240	vResource	1227	NA
1	8	2013-02-06 17:33:32	240	eScript	271	add:1227
5	147	2013-02-06 17:33:59	113	pScript	276	NA
5	0	2013-02-06 17:33:59	113	vResource	1229	NA
1	147	2013-02-06 17:34:01	235	pScript	267	NA
2	148	2013-02-06 17:34:06	238	pScript	276	NA
2	0	2013-02-06 17:34:06	238	vResource	1229	NA
2	151	2013-02-06 17:34:25	236	vResource	1229	NA
2	0	2013-02-06 17:34:28	234	aScript	280	NA
1	101	2013-02-06 17:35:00	233	vResource	1223	NA
1	5	2013-02-06 17:35:05	233	eScript	270	add:1223
1	15	2013-02-06 17:35:20	233	pScript	270	NA
1	0	2013-02-06 17:35:20	233	vResource	1223	NA
1	138	2013-02-06 17:35:28	232	vResource	1227	NA
5	211	2013-02-06 17:35:32	231	aComposition	208	NA
5	10	2013-02-06 17:35:42	231	eComposition	208	add/1334
2	81	2013-02-06 17:35:46	236	aComposition	209	NA
5	111	2013-02-06 17:35:50	113	aComposition	210	NA
1	210	2013-02-06 17:35:54	241	aComposition	211	NA
1	120	2013-02-06 17:36:01	235	aComposition	212	NA
5	24	2013-02-06 17:36:06	231	eComposition	208	add/1335
1	158	2013-02-06 17:36:10	240	aComposition	213	NA
1	44	2013-02-06 17:36:12	232	eScript	278	add:1227
1	59	2013-02-06 17:36:19	233	aComposition	214	NA
1	7	2013-02-06 17:36:26	233	eComposition	214	add/1336
1	20	2013-02-06 17:36:30	240	eComposition	213	add/1337
2	146	2013-02-06 17:36:32	238	aComposition	215	NA
1	7	2013-02-06 17:36:33	233	eComposition	214	edit/1336
2	128	2013-02-06 17:36:36	234	aComposition	216	NA
1	18	2013-02-06 17:36:48	240	eComposition	213	edit/1337
5	64	2013-02-06 17:36:54	113	eComposition	210	add/1338
1	7	2013-02-06 17:36:55	240	eComposition	213	add/1339
1	23	2013-02-06 17:36:56	233	eComposition	214	add/1340
1	3	2013-02-06 17:36:59	233	eComposition	214	add/1341
2	24	2013-02-06 17:37:00	234	eComposition	216	add/1342
2	76	2013-02-06 17:37:02	236	eComposition	209	add/1343
1	61	2013-02-06 17:37:02	235	eComposition	212	add/1344
1	5	2013-02-06 17:37:04	233	eComposition	214	edit/1341
1	15	2013-02-06 17:37:10	240	eComposition	213	edit/1337
2	10	2013-02-06 17:37:12	236	eComposition	209	visible/1343
1	8	2013-02-06 17:37:12	233	eComposition	214	edit/1340
2	1	2013-02-06 17:37:13	236	eComposition	209	visible/1343
5	68	2013-02-06 17:37:14	231	eComposition	208	delete/1334
1	4	2013-02-06 17:37:16	233	eComposition	214	edit/1340
1	82	2013-02-06 17:37:16	241	vComposition	211	NA
5	2	2013-02-06 17:37:16	231	eComposition	208	delete/1335
5	2	2013-02-06 17:37:18	231	eComposition	208	add/1345
1	4	2013-02-06 17:37:20	233	eComposition	214	visible/1340
1	2	2013-02-06 17:37:22	233	eComposition	214	visible/1340
1	8	2013-02-06 17:37:30	233	eComposition	214	add/1346
1	2	2013-02-06 17:37:32	233	eComposition	214	order
2	64	2013-02-06 17:37:36	238	eComposition	215	add/1347
1	26	2013-02-06 17:37:36	240	eComposition	213	edit/1339
2	23	2013-02-06 17:37:36	236	eComposition	209	add/1348
1	5	2013-02-06 17:37:41	240	eComposition	213	add/1349
1	37	2013-02-06 17:37:53	241	aComposition	217	NA
5	62	2013-02-06 17:37:56	113	eComposition	210	edit/1338
2	56	2013-02-06 17:37:56	234	eComposition	216	edit/1342
5	39	2013-02-06 17:37:57	231	eComposition	208	edit/1345
1	18	2013-02-06 17:37:59	240	eComposition	213	edit/1349
2	24	2013-02-06 17:38:00	236	eComposition	209	edit/1343
2	24	2013-02-06 17:38:00	238	eComposition	215	edit/1347
1	31	2013-02-06 17:38:03	233	eComposition	214	add/1350
1	1	2013-02-06 17:38:04	233	eComposition	214	order
1	63	2013-02-06 17:38:05	235	eComposition	212	edit/1344
1	25	2013-02-06 17:38:18	241	eComposition	217	add/1351
1	17	2013-02-06 17:38:35	241	eComposition	217	edit/1351
1	146	2013-02-06 17:38:38	232	vResource	1227	NA
5	48	2013-02-06 17:38:44	113	eComposition	210	add/1352
1	45	2013-02-06 17:38:44	240	vComposition	213	NA
1	41	2013-02-06 17:38:45	233	eComposition	214	edit/1350
1	3	2013-02-06 17:38:48	233	eComposition	214	order
5	52	2013-02-06 17:38:49	231	eComposition	208	add/1353
2	71	2013-02-06 17:39:11	236	vResource	1230	NA
2	84	2013-02-06 17:39:24	238	eComposition	215	add/1354
2	15	2013-02-06 17:39:26	236	vComposition	209	NA
1	82	2013-02-06 17:39:27	235	vComposition	212	NA
1	45	2013-02-06 17:39:33	233	eComposition	214	add/1355
1	66	2013-02-06 17:39:50	240	eComposition	213	add/1356
1	2	2013-02-06 17:39:52	240	eComposition	213	order
1	22	2013-02-06 17:39:55	233	eComposition	214	edit/1355
1	2	2013-02-06 17:39:57	233	eComposition	214	order
2	129	2013-02-06 17:40:05	234	eComposition	216	add/1357
1	22	2013-02-06 17:40:14	240	eComposition	213	edit/1356
1	49	2013-02-06 17:40:16	235	eComposition	212	add/1358
5	99	2013-02-06 17:40:23	113	eComposition	210	edit/1352
2	59	2013-02-06 17:40:25	236	vComposition	209	NA
1	31	2013-02-06 17:40:28	233	eComposition	214	delete/1355
5	101	2013-02-06 17:40:30	231	eComposition	208	edit/1353
5	12	2013-02-06 17:40:35	113	eComposition	210	edit/1338
2	71	2013-02-06 17:40:35	238	eComposition	215	edit/1354
5	5	2013-02-06 17:40:35	231	eComposition	208	edit/1353
2	31	2013-02-06 17:40:36	234	eComposition	216	edit/1357
1	11	2013-02-06 17:40:39	233	eComposition	214	edit/1350
1	125	2013-02-06 17:40:43	232	aComposition	218	NA
5	17	2013-02-06 17:40:52	113	eComposition	210	edit/1352
2	17	2013-02-06 17:40:52	238	eComposition	215	edit/1347
5	24	2013-02-06 17:40:59	231	eComposition	208	edit/1353
1	16	2013-02-06 17:40:59	232	eComposition	218	add/1359
2	19	2013-02-06 17:41:11	238	eComposition	215	edit/1354
1	15	2013-02-06 17:41:14	232	eComposition	218	visible/1359
5	27	2013-02-06 17:41:26	231	eComposition	208	edit/1353
5	37	2013-02-06 17:41:29	113	eComposition	210	edit/1352
1	80	2013-02-06 17:41:36	235	eComposition	212	edit/1358
2	43	2013-02-06 17:41:54	238	eComposition	215	NA
1	205	2013-02-06 17:42:00	241	eComposition	217	add/1360
1	15	2013-02-06 17:42:15	241	eComposition	217	edit/1360
2	52	2013-02-06 17:42:46	238	eComposition	215	edit/1354
1	102	2013-02-06 17:42:56	232	vComposition	218	NA
2	152	2013-02-06 17:42:57	236	eComposition	209	add/1361
2	10	2013-02-06 17:43:07	236	eComposition	209	edit/1361
2	5	2013-02-06 17:43:12	236	eComposition	209	delete/1348
1	58	2013-02-06 17:43:13	241	eComposition	217	edit/1360
1	23	2013-02-06 17:43:19	232	aAnnComposition	1149	218
1	1	2013-02-06 17:43:20	232	aAnnComposition	1150	218
1	2	2013-02-06 17:43:22	232	aAnnComposition	1151	218
1	3	2013-02-06 17:43:25	232	aAnnComposition	1152	218
1	36	2013-02-06 17:43:49	241	vComposition	211	NA
2	48	2013-02-06 17:44:00	236	vComposition	209	NA
1	73	2013-02-06 17:44:38	232	aScript	281	NA
1	11	2013-02-06 17:44:49	232	dScript	278	NA
2	126	2013-02-06 17:44:52	238	eComposition	215	visible/1354
2	3	2013-02-06 17:44:55	238	eComposition	215	visible/1354
5	214	2013-02-06 17:45:03	113	eComposition	210	layer_edit/420
5	30	2013-02-06 17:45:33	113	eComposition	210	layer_edit/417
1	240	2013-02-06 17:45:36	235	eComposition	212	layer_edit/427
1	110	2013-02-06 17:45:39	241	eComposition	217	layer_edit/452
2	101	2013-02-06 17:45:41	236	eComposition	209	layer_edit/412
5	255	2013-02-06 17:45:41	231	eComposition	208	layer_edit/407
1	13	2013-02-06 17:45:52	241	eComposition	217	layer_edit/452
2	58	2013-02-06 17:45:53	238	eComposition	215	edit/1354
1	71	2013-02-06 17:46:00	232	vResource	1229	NA
1	7	2013-02-06 17:46:07	232	vResource	1230	NA
2	334	2013-02-06 17:46:10	234	eComposition	216	add/1362
2	3	2013-02-06 17:46:13	234	eComposition	216	add/1363
1	16	2013-02-06 17:46:23	232	eScript	281	add:1230
1	97	2013-02-06 17:48:00	232	eComposition	218	add/1364
1	29	2013-02-06 17:48:29	232	eComposition	218	edit/1359
1	17	2013-02-06 17:48:46	232	eComposition	218	edit/1364
5	220	2013-02-06 17:49:13	113	eComposition	210	add/1365
5	225	2013-02-06 17:49:26	231	eComposition	208	add/1366
2	215	2013-02-06 17:49:28	238	eComposition	215	add/1367
1	225	2013-02-06 17:49:37	241	eComposition	217	edit/1351
1	7	2013-02-06 17:49:44	241	eComposition	217	visible/1360
1	2	2013-02-06 17:49:46	241	eComposition	217	visible/1360
1	71	2013-02-06 17:49:57	232	eComposition	218	layer_edit/457
1	3	2013-02-06 17:50:00	232	eComposition	218	layer_edit/457
1	1	2013-02-06 17:50:01	232	eComposition	218	layer_edit/457
1	0	2013-02-06 17:50:01	232	eComposition	218	layer_edit/457
1	3	2013-02-06 17:50:04	232	eComposition	218	layer_edit/457
1	3	2013-02-06 17:50:07	232	eComposition	218	layer_edit/457
1	4	2013-02-06 17:50:11	232	eComposition	218	layer_edit/457
1	1	2013-02-06 17:50:12	232	eComposition	218	layer_edit/457
1	608	2013-02-06 17:50:22	240	vComposition	213	NA
5	97	2013-02-06 17:50:50	113	eComposition	210	edit/1365
5	85	2013-02-06 17:50:51	231	eComposition	208	edit/1366
1	82	2013-02-06 17:51:08	241	aResource	1231	NA
1	56	2013-02-06 17:51:08	232	eComposition	218	properties
1	12	2013-02-06 17:51:20	232	eComposition	218	properties
1	0	2013-02-06 17:51:20	232	eComposition	218	properties
1	60	2013-02-06 17:51:22	240	eComposition	213	add/1368
2	118	2013-02-06 17:51:26	238	eComposition	215	edit/1367
1	9	2013-02-06 17:51:31	240	eComposition	213	edit/1356
1	356	2013-02-06 17:51:32	235	eComposition	212	add/1369
5	44	2013-02-06 17:51:35	231	eComposition	208	edit/1366
5	48	2013-02-06 17:51:38	113	eComposition	210	edit/1365
1	15	2013-02-06 17:51:46	240	eComposition	213	edit/1368
2	40	2013-02-06 17:52:06	238	eComposition	215	edit/1367
1	47	2013-02-06 17:52:19	235	eComposition	212	edit/1369
1	119	2013-02-06 17:53:07	241	eComposition	217	add/1370
2	80	2013-02-06 17:53:26	238	eComposition	215	edit/1367
1	91	2013-02-06 17:53:50	235	eComposition	212	order
1	49	2013-02-06 17:53:56	241	eComposition	217	edit/1370
1	15	2013-02-06 17:54:05	235	eComposition	212	order
1	13	2013-02-06 17:54:18	235	eComposition	212	edit/1369
1	11	2013-02-06 17:54:29	235	eComposition	212	edit/1358
2	186	2013-02-06 17:56:32	238	vComposition	215	NA
2	0	2013-02-06 17:56:32	238	vComposition	215	NA
1	143	2013-02-06 17:56:52	235	vDocument	75	NA
5	315	2013-02-06 17:56:53	113	vDocument	75	NA
2	648	2013-02-06 17:57:01	234	vDocument	75	NA
1	11	2013-02-06 17:57:03	235	vDocument	75	NA
2	709	2013-02-06 17:57:30	236	pScript	281	NA
2	1	2013-02-06 17:57:31	236	vResource	1230	NA
2	27	2013-02-06 17:57:58	236	vResource	1225	NA
1	74	2013-02-06 17:58:17	235	vComposition	212	NA
2	122	2013-02-06 17:58:34	238	vComposition	215	NA
2	0	2013-02-06 17:58:34	238	vComposition	215	NA
1	17	2013-02-06 17:58:34	235	pScript	274	NA
1	1	2013-02-06 17:58:35	235	vResource	1227	NA
1	31	2013-02-06 17:59:06	235	pScript	274	NA
1	0	2013-02-06 17:59:06	235	vResource	1227	NA
1	13	2013-02-06 17:59:19	235	pScript	274	NA
1	0	2013-02-06 17:59:19	235	vResource	1227	NA
1	11	2013-02-06 17:59:30	235	vComposition	212	NA
2	85	2013-02-06 17:59:59	238	vComposition	215	NA
2	4	2013-02-06 18:00:03	238	vComposition	215	NA
2	22	2013-02-06 18:00:25	238	rComposition	215	NA
2	41	2013-02-06 18:01:06	238	vComposition	215	NA
2	0	2013-02-06 18:01:06	238	vComposition	215	NA
1	148	2013-02-06 18:01:58	235	eComposition	212	edit/1369
2	283	2013-02-06 18:05:49	238	eComposition	215	edit/1367
12	0	2013-02-06 18:20:22	1	vResource	1223	NA
2	0	2013-02-06 20:10:49	232	pScript	281	NA
2	0	2013-02-06 20:10:49	232	vResource	1230	NA
2	18	2013-02-06 20:11:07	232	vResource	1230	NA
2	60	2013-02-06 20:12:07	232	pScript	281	NA
2	0	2013-02-06 20:12:07	232	vResource	1230	NA
2	1366	2013-02-06 20:34:53	232	vResource	1222	NA
2	0	2013-02-06 20:37:46	233	vResource	1226	NA
2	61	2013-02-06 20:38:47	233	rResource	1226	NA
2	3	2013-02-06 20:38:50	233	rResource	1226	NA
2	2	2013-02-06 20:38:52	233	rResource	1226	NA
2	19	2013-02-06 20:39:11	233	vResource	1227	NA
2	716	2013-02-06 20:46:49	232	rResource	1222	NA
2	2	2013-02-06 20:46:51	232	rResource	1222	NA
2	38	2013-02-06 20:47:29	232	sResource	1222	NA
2	146	2013-02-06 20:49:55	232	sResource	1222	NA
2	122	2013-02-06 20:51:57	232	vResource	1224	NA
2	132	2013-02-06 20:54:09	232	pScript	281	NA
2	1	2013-02-06 20:54:10	232	vResource	1230	NA
2	167	2013-02-06 20:56:57	232	dScript	279	NA
2	146	2013-02-06 20:59:23	232	pScript	281	NA
2	0	2013-02-06 20:59:23	232	vResource	1230	NA
2	9	2013-02-06 20:59:32	232	rResource	1230	NA
2	17	2013-02-06 20:59:49	232	pScript	281	NA
2	0	2013-02-06 20:59:49	232	vResource	1230	NA
2	46	2013-02-06 21:00:35	232	aAnnotation	1153	NA
2	26	2013-02-06 21:01:01	232	dScript	281	NA
2	56	2013-02-06 21:01:57	232	aScript	282	NA
2	29	2013-02-06 21:02:26	232	vResource	1221	NA
2	15	2013-02-06 21:02:41	232	vResource	1221	NA
2	61	2013-02-06 21:03:42	232	vResource	1221	NA
2	21	2013-02-06 21:04:03	232	vResource	1222	NA
2	18	2013-02-06 21:04:21	232	eScript	282	add:1222
2	67	2013-02-06 21:05:28	232	vResource	1227	NA
2	14	2013-02-06 21:05:42	232	eScript	282	add:1227
2	109	2013-02-06 21:07:31	232	vResource	1226	NA
2	5	2013-02-06 21:07:36	232	rResource	1226	NA
2	19	2013-02-06 21:07:55	232	eScript	282	add:1226
2	236	2013-02-06 21:11:51	232	pScript	282	NA
2	1	2013-02-06 21:11:52	232	vResource	1222	NA
2	52	2013-02-06 21:12:44	232	eScript	282	edit
2	6	2013-02-06 21:12:50	232	pScript	282	NA
2	1	2013-02-06 21:12:51	232	vResource	1222	NA
2	45	2013-02-06 21:13:36	232	dComposition	218	NA
2	46	2013-02-06 21:14:22	232	aComposition	219	NA
2	368	2013-02-06 21:20:30	232	eComposition	219	add/1371
2	7	2013-02-06 21:20:37	232	eComposition	219	visible/1371
2	14	2013-02-06 21:20:51	232	eComposition	219	edit/1371
2	10	2013-02-06 21:21:01	232	eComposition	219	add/1372
2	10	2013-02-06 21:21:11	232	eComposition	219	visible/1372
2	20	2013-02-06 21:21:31	232	eComposition	219	edit/1372
2	7	2013-02-06 21:21:38	232	eComposition	219	add/1373
2	30	2013-02-06 21:22:08	232	eComposition	219	edit/1373
2	32	2013-02-06 21:22:40	232	eComposition	219	visible/1372
2	2	2013-02-06 21:22:42	232	eComposition	219	visible/1372
2	1	2013-02-06 21:22:43	232	eComposition	219	visible/1372
2	100	2013-02-06 21:24:23	232	eComposition	219	layer_edit/465
2	352	2013-02-06 21:30:15	232	eComposition	219	layer_edit/467
2	23	2013-02-06 21:30:38	232	eComposition	219	layer_edit/468
2	34	2013-02-06 21:31:12	232	eComposition	219	layer_edit/469
2	28	2013-02-06 21:31:40	232	eComposition	219	layer_delete/465
2	44	2013-02-06 21:32:24	232	eComposition	219	layer_edit/470
2	14	2013-02-06 21:32:38	232	eComposition	219	layer_delete/463
2	6	2013-02-06 21:32:44	232	eComposition	219	layer_edit/464
2	12	2013-02-06 21:32:56	232	eComposition	219	layer_delete/470
2	23	2013-02-06 21:33:19	232	eComposition	219	layer_edit/468
2	30	2013-02-06 21:33:49	232	eComposition	219	layer_delete/462
2	3	2013-02-06 21:33:52	232	eComposition	219	layer_edit/464
2	3	2013-02-06 21:33:55	232	eComposition	219	layer_edit/464
2	7	2013-02-06 21:34:02	232	eComposition	219	layer_edit/464
2	117	2013-02-06 21:35:59	232	eComposition	219	properties
2	14	2013-02-06 21:36:13	232	eComposition	219	properties
2	7	2013-02-06 21:36:20	232	eComposition	219	properties
2	56	2013-02-06 21:37:16	232	eComposition	219	properties
2	79	2013-02-06 21:38:35	232	eComposition	219	properties
2	7	2013-02-06 21:38:42	232	eComposition	219	properties
2	17	2013-02-06 21:38:59	232	eComposition	219	properties
2	204	2013-02-06 21:42:23	232	rComposition	219	NA
