created	author	rate	target	mean	votes	owner
2014-03-14 20:07:16	264	4	R1482	4.16667	6	262
2014-03-14 20:37:08	264	3	R1489	3.5	2	270
2014-03-14 21:12:06	263	3	R1522	3.6	5	264
2014-03-14 21:12:57	263	4	R1521	3.14286	7	264
2014-03-14 21:18:53	263	4	R1516	4.14286	7	269
2014-03-15 11:29:49	265	4	R1523	3.42857	7	269
2014-03-15 12:35:45	263	3	R1523	3.42857	7	269
2014-03-15 18:35:22	264	4	R1526	3.71429	7	270
2014-03-15 23:36:55	265	4	R1525	3.83333	6	270
2014-03-15 23:44:22	265	3	R1526	3.71429	7	270
2014-03-16 15:57:52	268	4	R1516	4.14286	7	269
2014-03-16 16:04:02	268	4	R1526	3.71429	7	270
2014-03-16 16:31:24	268	5	R1490	4.66667	3	269
2014-03-16 16:33:06	268	5	R1529	4	8	268
2014-03-16 16:33:22	268	4	R1530	3.28571	7	268
2014-03-16 16:35:44	268	5	R1514	4.75	8	268
2014-03-16 17:02:58	268	4	R1517	3.8	5	270
2014-03-16 17:32:56	268	4	R1489	3.5	2	270
2014-03-16 17:35:13	268	5	R1512	4.33333	6	268
2014-03-16 17:53:13	268	5	R1511	4.625	8	268
2014-03-16 20:36:30	263	4	R1529	4	8	268
2014-03-16 20:54:10	264	4	R1528	3.66667	6	265
2014-03-16 20:57:20	264	4	R1527	3.8	5	265
2014-03-17 00:37:14	269	4	R1529	4	8	268
2014-03-17 00:40:57	269	3	R1532	3.42857	7	263
2014-03-17 00:44:48	269	5	R1531	4.85714	7	268
2014-03-17 00:45:56	269	3	R1528	3.66667	6	265
2014-03-17 00:47:32	269	4	R1526	3.71429	7	270
2014-03-17 00:49:03	269	4	R1521	3.14286	7	264
2014-03-17 01:13:15	270	2	R1532	3.42857	7	263
2014-03-17 01:23:59	261	5	R1535	4	6	269
2014-03-17 01:27:11	261	5	R1532	3.42857	7	263
2014-03-17 01:30:46	261	5	R1531	4.85714	7	268
2014-03-17 01:32:33	261	4	R1526	3.71429	7	270
2014-03-17 01:35:12	261	5	R1506	4.33333	6	265
2014-03-17 01:38:20	261	5	R1534	3.5	6	269
2014-03-17 01:41:01	261	4	R1477	4	4	263
2014-03-17 01:41:43	270	5	R1531	4.85714	7	268
2014-03-17 01:43:29	270	4	R1512	4.33333	6	268
2014-03-17 01:44:02	261	4	R1499	4.33333	6	263
2014-03-17 01:47:17	261	5	R1500	4	2	263
2014-03-17 01:50:23	270	3	R1535	4	6	269
2014-03-17 01:50:25	261	5	R1474	3.25	4	1
2014-03-17 01:53:42	270	3	R1474	3.25	4	1
2014-03-17 01:59:09	270	4	R1477	4	4	263
2014-03-17 02:01:13	270	4	R1528	3.66667	6	265
2014-03-17 02:02:53	270	3	R1527	3.8	5	265
2014-03-17 02:08:39	270	4	R1483	4	5	264
2014-03-17 02:09:18	270	4	R1495	3.57143	7	271
2014-03-17 02:15:35	270	4	R1516	4.14286	7	269
2014-03-17 02:15:47	270	2	R1534	3.5	6	269
2014-03-17 02:29:41	270	3	R1533	4	7	268
2014-03-17 02:34:29	270	3	R1530	3.28571	7	268
2014-03-17 02:34:51	270	4	R1529	4	8	268
2014-03-17 02:37:32	270	2	R1523	3.42857	7	269
2014-03-17 02:38:21	270	3	R1522	3.6	5	264
2014-03-17 02:40:01	270	3	R1521	3.14286	7	264
2014-03-17 02:42:44	270	4	R1520	3.9	10	262
2014-03-17 02:43:46	270	3	R1519	3.5	6	269
2014-03-17 02:45:00	270	3	R1518	3.5	6	262
2014-03-17 02:46:38	270	4	R1515	3.66667	3	269
2014-03-17 02:48:32	270	5	R1514	4.75	8	268
2014-03-17 02:50:25	270	3	R1513	3.75	4	268
2014-03-17 02:52:18	270	4	R1511	4.625	8	268
2014-03-17 02:52:50	270	3	R1510	3.5	4	268
2014-03-17 02:53:14	270	3	R1508	3.75	4	265
2014-03-17 02:54:48	270	4	R1506	4.33333	6	265
2014-03-17 08:08:49	268	5	R1531	4.85714	7	268
2014-03-17 08:11:27	268	4	R1533	4	7	268
2014-03-17 08:13:53	268	4	R1532	3.42857	7	263
2014-03-17 08:16:26	268	5	R1535	4	6	269
2014-03-17 08:21:37	268	5	R1536	3.66667	6	270
2014-03-17 09:12:12	265	4	R1536	3.66667	6	270
2014-03-17 14:34:19	268	4	R1534	3.5	6	269
2014-03-17 15:01:20	268	4	R1507	3.66667	6	270
2014-03-17 15:02:00	268	4	R1519	3.5	6	269
2014-03-17 20:20:39	265	4	D139	4	1	1
2014-03-17 21:15:26	264	4	R1537	3.85714	7	268
2014-03-17 21:24:33	264	3	R1536	3.66667	6	270
2014-03-17 21:38:09	266	4	R1537	3.85714	7	268
2014-03-17 21:46:52	266	3	R1536	3.66667	6	270
2014-03-17 21:56:24	266	3	R1535	4	6	269
2014-03-17 21:58:54	263	3	R1537	3.85714	7	268
2014-03-17 21:59:21	263	4	R1533	4	7	268
2014-03-17 21:59:41	263	3	R1536	3.66667	6	270
2014-03-17 22:00:49	264	4	R1535	4	6	269
2014-03-17 22:06:09	264	4	R1534	3.5	6	269
2014-03-17 22:15:41	264	4	R1465	2.66667	3	264
2014-03-17 22:22:14	266	3	R1534	3.5	6	269
2014-03-17 22:36:49	266	5	R1533	4	7	268
2014-03-17 22:48:51	264	4	R1525	3.83333	6	270
2014-03-17 22:49:46	264	4	R1522	3.6	5	264
2014-03-17 22:56:07	266	2	R1532	3.42857	7	263
2014-03-17 23:05:43	266	5	R1531	4.85714	7	268
2014-03-17 23:24:30	266	5	R1538	4	4	261
2014-03-17 23:24:35	265	5	R1541	4	5	261
2014-03-17 23:39:00	266	4	R1539	3	5	261
2014-03-17 23:42:40	266	3	R1540	2.2	5	261
2014-03-17 23:48:56	266	5	R1541	4	5	261
2014-03-17 23:51:47	266	3	R1542	3.66667	9	261
2014-03-18 00:00:23	266	5	R1543	4	3	261
2014-03-18 00:09:48	266	3	R1544	2.6	5	261
2014-03-18 00:12:11	266	3	R1530	3.28571	7	268
2014-03-18 00:13:12	266	3	R1529	4	8	268
2014-03-18 00:16:20	266	4	R1528	3.66667	6	265
2014-03-18 00:17:28	269	4	R1536	3.66667	6	270
2014-03-18 00:17:29	266	4	R1527	3.8	5	265
2014-03-18 00:18:30	269	2	R1540	2.2	5	261
2014-03-18 00:19:53	269	4	R1537	3.85714	7	268
2014-03-18 00:27:34	266	3	R1526	3.71429	7	270
2014-03-18 00:29:23	266	3	R1525	3.83333	6	270
2014-03-18 00:33:16	266	5	R1524	4.2	5	270
2014-03-18 00:38:29	266	3	R1523	3.42857	7	269
2014-03-18 00:44:18	266	4	R1522	3.6	5	264
2014-03-18 00:45:51	269	3	R1544	2.6	5	261
2014-03-18 00:53:04	266	2	R1521	3.14286	7	264
2014-03-18 00:56:36	269	3	R1493	2.66667	3	271
2014-03-18 00:59:34	269	3	R1530	3.28571	7	268
2014-03-18 01:01:26	266	5	R1520	3.9	10	262
2014-03-18 01:05:26	269	4	R1511	4.625	8	268
2014-03-18 01:11:55	266	5	R1511	4.625	8	268
2014-03-18 01:15:29	269	4	R1520	3.9	10	262
2014-03-18 01:26:48	266	3	R1519	3.5	6	269
2014-03-18 01:33:19	266	2	R1518	3.5	6	262
2014-03-18 01:46:27	266	2	R1517	3.8	5	270
2014-03-18 01:49:25	267	3	R1465	2.66667	3	264
2014-03-18 01:52:04	266	5	R1516	4.14286	7	269
2014-03-18 01:54:44	266	3	R1515	3.66667	3	269
2014-03-18 02:00:16	267	3	R1545	3.14286	7	267
2014-03-18 02:01:37	266	4	R1514	4.75	8	268
2014-03-18 11:34:08	269	3	R1542	3.66667	9	261
2014-03-18 11:36:12	269	4	R1524	4.2	5	270
2014-03-18 13:02:16	269	3	R1545	3.14286	7	267
2014-03-18 15:06:41	268	3	R1542	3.66667	9	261
2014-03-18 15:09:41	268	3	R1540	2.2	5	261
2014-03-18 16:04:37	261	5	R1545	3.14286	7	267
2014-03-18 16:04:48	261	5	R1537	3.85714	7	268
2014-03-18 16:05:01	261	5	R1516	4.14286	7	269
2014-03-18 17:37:42	270	2	R1545	3.14286	7	267
2014-03-18 17:38:47	270	2	R1544	2.6	5	261
2014-03-18 17:40:24	270	3	R1543	4	3	261
2014-03-18 17:48:46	266	5	R1546	4	6	266
2014-03-18 17:50:18	270	3	R1541	4	5	261
2014-03-18 17:50:58	270	4	R1542	3.66667	9	261
2014-03-18 17:52:51	270	1	R1540	2.2	5	261
2014-03-18 17:54:14	270	2	R1539	3	5	261
2014-03-18 17:56:21	267	4	R1520	3.9	10	262
2014-03-18 17:56:38	270	3	R1538	4	4	261
2014-03-18 17:57:58	270	3	R1537	3.85714	7	268
2014-03-18 18:05:19	266	5	R1547	4	7	266
2014-03-18 18:06:36	267	5	R1547	4	7	266
2014-03-18 18:09:56	269	3	R1539	3	5	261
2014-03-18 18:13:49	269	4	R1547	4	7	266
2014-03-18 18:14:31	266	5	R1548	3.5	8	266
2014-03-18 18:14:33	269	2	R1548	3.5	8	266
2014-03-18 18:16:13	269	4	R1507	3.66667	6	270
2014-03-18 18:17:44	266	3	R1545	3.14286	7	267
2014-03-18 18:23:43	270	4	R1503	4.16667	6	265
2014-03-18 18:23:55	266	5	R1551	3.625	8	266
2014-03-18 18:24:11	262	5	R1480	4	4	262
2014-03-18 18:24:20	262	5	R1479	3.75	4	262
2014-03-18 18:24:27	270	3	R1502	4	4	264
2014-03-18 18:25:00	270	3	R1501	3	2	263
2014-03-18 18:25:59	270	3	R1500	4	2	263
2014-03-18 18:26:28	270	4	R1499	4.33333	6	263
2014-03-18 18:27:07	266	4	R1550	3.8	5	267
2014-03-18 18:27:27	270	4	R1498	4.5	4	263
2014-03-18 18:27:27	266	5	R1549	4.4	5	267
2014-03-18 18:29:12	270	3	R1497	3.25	4	263
2014-03-18 18:29:32	266	3	R1552	2.75	8	266
2014-03-18 18:29:33	270	3	R1496	3.33333	3	271
2014-03-18 18:30:24	270	3	R1494	3.5	6	271
2014-03-18 18:30:34	266	4	R1553	3.14286	7	266
2014-03-18 18:32:56	266	4	R1554	3.83333	6	266
2014-03-18 18:33:51	270	1	R1493	2.66667	3	271
2014-03-18 18:34:21	270	3	R1492	3.66667	3	271
2014-03-18 18:34:46	270	4	R1491	4	3	271
2014-03-18 18:35:29	266	4	R1555	4	5	266
2014-03-18 18:35:43	270	4	R1490	4.66667	3	269
2014-03-18 18:36:31	270	3	R1488	3.25	4	269
2014-03-18 18:36:46	270	3	R1487	3	1	263
2014-03-18 18:37:02	270	3	R1486	3.75	4	265
2014-03-18 18:37:18	270	3	R1485	4	5	264
2014-03-18 18:37:27	270	4	R1484	4.4	5	264
2014-03-18 18:37:43	270	3	R1482	4.16667	6	262
2014-03-18 18:38:09	270	3	R1481	4	3	262
2014-03-18 18:38:21	270	3	R1480	4	4	262
2014-03-18 18:38:27	270	3	R1479	3.75	4	262
2014-03-18 18:38:35	270	1	R1478	3.25	4	262
2014-03-18 18:39:06	270	4	R1476	4	5	265
2014-03-18 18:39:16	270	1	R1475	3	6	262
2014-03-18 18:39:20	267	3	R1553	3.14286	7	266
2014-03-18 18:39:44	266	4	R1556	3.83333	6	266
2014-03-18 18:40:25	266	4	R1557	3.85714	7	266
2014-03-18 18:40:32	270	3	R1470	3.5	2	1
2014-03-18 18:40:41	270	1	R1465	2.66667	3	264
2014-03-18 18:41:27	270	4	R1464	4.5	2	1
2014-03-18 18:42:51	266	4	R1558	3.55556	9	262
2014-03-18 18:43:00	266	5	R1559	3.90909	11	267
2014-03-18 18:45:00	267	3	R1559	3.90909	11	267
2014-03-18 18:45:40	262	5	R1559	3.90909	11	267
2014-03-18 18:49:20	267	5	R1560	3.71429	7	267
2014-03-18 18:54:14	262	5	R1551	3.625	8	266
2014-03-18 18:56:31	262	5	R1542	3.66667	9	261
2014-03-18 18:56:33	1	5	R1558	3.55556	9	262
2014-03-18 19:00:57	262	5	R1558	3.55556	9	262
2014-03-18 19:01:00	1	3	R1551	3.625	8	266
2014-03-18 19:01:21	262	5	R1481	4	3	262
2014-03-18 19:02:01	262	5	R1518	3.5	6	262
2014-03-18 19:02:58	262	4	R1516	4.14286	7	269
2014-03-18 19:11:43	267	5	R1561	4	9	267
2014-03-18 19:13:11	1	3	R1561	4	9	267
2014-03-18 19:14:22	1	4	R1562	3.88889	9	262
2014-03-18 19:18:23	262	5	R1562	3.88889	9	262
2014-03-18 19:19:39	263	4	R1562	3.88889	9	262
2014-03-18 19:19:42	263	3	R1561	4	9	267
2014-03-18 19:19:46	263	4	R1560	3.71429	7	267
2014-03-18 19:19:48	263	4	R1559	3.90909	11	267
2014-03-18 19:19:51	263	4	R1558	3.55556	9	262
2014-03-18 19:20:03	263	4	R1557	3.85714	7	266
2014-03-18 19:20:05	263	4	R1556	3.83333	6	266
2014-03-18 19:20:08	263	5	R1555	4	5	266
2014-03-18 19:20:11	263	5	R1554	3.83333	6	266
2014-03-18 19:20:17	263	3	R1553	3.14286	7	266
2014-03-18 19:20:56	263	3	R1552	2.75	8	266
2014-03-18 19:20:59	263	4	R1551	3.625	8	266
2014-03-18 19:21:01	263	4	R1550	3.8	5	267
2014-03-18 19:21:04	263	5	R1549	4.4	5	267
2014-03-18 19:21:06	263	3	R1548	3.5	8	266
2014-03-18 19:21:27	263	4	R1543	4	3	261
2014-03-18 19:21:31	263	2	R1544	2.6	5	261
2014-03-18 19:21:34	263	4	R1545	3.14286	7	267
2014-03-18 19:21:38	263	4	R1546	4	6	266
2014-03-18 19:21:40	263	3	R1547	4	7	266
2014-03-18 19:22:28	262	5	R1482	4.16667	6	262
2014-03-18 19:22:42	262	5	R1483	4	5	264
2014-03-18 19:23:02	261	5	R1563	3.8	5	267
2014-03-18 19:23:10	261	5	R1562	3.88889	9	262
2014-03-18 19:23:17	261	5	R1561	4	9	267
2014-03-18 19:23:28	262	5	R1486	3.75	4	265
2014-03-18 19:23:48	262	5	R1506	4.33333	6	265
2014-03-18 19:24:10	261	5	R1560	3.71429	7	267
2014-03-18 19:24:13	261	5	R1559	3.90909	11	267
2014-03-18 19:24:17	261	5	R1558	3.55556	9	262
2014-03-18 19:24:22	261	5	R1557	3.85714	7	266
2014-03-18 19:24:24	261	5	R1556	3.83333	6	266
2014-03-18 19:24:27	261	5	R1555	4	5	266
2014-03-18 19:24:31	261	5	R1554	3.83333	6	266
2014-03-18 19:24:45	267	5	R1563	3.8	5	267
2014-03-18 19:24:54	261	3	R1553	3.14286	7	266
2014-03-18 19:24:59	261	4	R1552	2.75	8	266
2014-03-18 19:25:01	261	3	R1551	3.625	8	266
2014-03-18 19:25:04	261	4	R1550	3.8	5	267
2014-03-18 19:25:07	261	5	R1549	4.4	5	267
2014-03-18 19:25:10	261	4	R1548	3.5	8	266
2014-03-18 19:25:12	261	4	R1547	4	7	266
2014-03-18 19:25:17	261	4	R1546	4	6	266
2014-03-18 19:25:27	266	3	R1563	3.8	5	267
2014-03-18 19:25:45	261	4	R1483	4	5	264
2014-03-18 19:25:49	261	4	R1482	4.16667	6	262
2014-03-18 19:25:53	261	4	R1481	4	3	262
2014-03-18 19:25:56	261	4	R1480	4	4	262
2014-03-18 19:25:59	261	4	R1479	3.75	4	262
2014-03-18 19:26:02	261	4	R1478	3.25	4	262
2014-03-18 19:26:07	261	5	R1476	4	5	265
2014-03-18 19:26:10	261	4	R1475	3	6	262
2014-03-18 19:26:50	261	4	R1503	4.16667	6	265
2014-03-18 19:26:53	261	5	R1502	4	4	264
2014-03-18 19:26:56	261	3	R1501	3	2	263
2014-03-18 19:27:03	261	5	R1498	4.5	4	263
2014-03-18 19:27:05	261	3	R1497	3.25	4	263
2014-03-18 19:27:08	261	3	R1496	3.33333	3	271
2014-03-18 19:27:11	261	5	R1495	3.57143	7	271
2014-03-18 19:27:13	261	4	R1494	3.5	6	271
2014-03-18 19:27:39	261	4	R1513	3.75	4	268
2014-03-18 19:27:42	261	4	R1512	4.33333	6	268
2014-03-18 19:27:44	266	3	R1561	4	9	267
2014-03-18 19:27:44	261	5	R1511	4.625	8	268
2014-03-18 19:27:45	263	4	R1542	3.66667	9	261
2014-03-18 19:27:47	263	3	R1541	4	5	261
2014-03-18 19:27:48	261	3	R1510	3.5	4	268
2014-03-18 19:27:51	263	2	R1540	2.2	5	261
2014-03-18 19:27:51	261	4	R1509	4	4	270
2014-03-18 19:27:54	261	4	R1508	3.75	4	265
2014-03-18 19:27:57	261	3	R1507	3.66667	6	270
2014-03-18 19:27:58	263	3	R1539	3	5	261
2014-03-18 19:28:01	263	4	R1538	4	4	261
2014-03-18 19:28:03	261	5	R1505	3.75	4	265
2014-03-18 19:28:05	261	3	R1504	3.5	4	265
2014-03-18 19:28:16	263	4	R1535	4	6	269
2014-03-18 19:28:21	263	3	R1534	3.5	6	269
2014-03-18 19:28:30	261	5	R1523	3.42857	7	269
2014-03-18 19:28:32	261	4	R1522	3.6	5	264
2014-03-18 19:28:35	261	2	R1521	3.14286	7	264
2014-03-18 19:28:38	261	3	R1520	3.9	10	262
2014-03-18 19:28:41	261	3	R1519	3.5	6	269
2014-03-18 19:28:43	261	4	R1518	3.5	6	262
2014-03-18 19:28:46	261	5	R1517	3.8	5	270
2014-03-18 19:28:48	263	5	R1532	3.42857	7	263
2014-03-18 19:28:50	262	5	R1478	3.25	4	262
2014-03-18 19:28:52	261	4	R1515	3.66667	3	269
2014-03-18 19:28:54	261	5	R1514	4.75	8	268
2014-03-18 19:28:55	263	5	R1531	4.85714	7	268
2014-03-18 19:29:06	263	3	R1530	3.28571	7	268
2014-03-18 19:29:11	263	3	R1528	3.66667	6	265
2014-03-18 19:29:12	262	5	R1475	3	6	262
2014-03-18 19:29:21	261	4	R1533	4	7	268
2014-03-18 19:29:25	263	3	R1527	3.8	5	265
2014-03-18 19:29:27	263	4	R1526	3.71429	7	270
2014-03-18 19:29:27	261	4	R1530	3.28571	7	268
2014-03-18 19:29:29	263	4	R1525	3.83333	6	270
2014-03-18 19:29:30	261	4	R1529	4	8	268
2014-03-18 19:29:32	263	3	R1524	4.2	5	270
2014-03-18 19:29:33	261	4	R1528	3.66667	6	265
2014-03-18 19:29:35	261	5	R1527	3.8	5	265
2014-03-18 19:29:39	261	4	R1525	3.83333	6	270
2014-03-18 19:29:42	261	5	R1524	4.2	5	270
2014-03-18 19:30:05	266	3	R1562	3.88889	9	262
2014-03-18 19:30:57	262	5	R1520	3.9	10	262
2014-03-18 19:35:13	267	3	R1558	3.55556	9	262
2014-03-18 19:38:43	267	4	R1562	3.88889	9	262
2014-03-18 19:40:34	266	5	D141	5	1	267
2014-03-18 19:41:28	267	4	R1557	3.85714	7	266
2014-03-18 19:44:18	266	5	R1560	3.71429	7	267
2014-03-18 19:46:25	267	3	R1552	2.75	8	266
2014-03-18 19:58:00	265	5	R1561	4	9	267
2014-03-18 20:19:08	265	4	R1557	3.85714	7	266
2014-03-18 21:10:44	266	4	R1564	3.33333	3	265
2014-03-18 21:17:25	266	5	R1565	3.6	5	265
2014-03-18 23:08:04	266	4	R1566	3.5	4	270
2014-03-18 23:14:18	266	4	R1513	3.75	4	268
2014-03-18 23:22:03	266	4	R1512	4.33333	6	268
2014-03-18 23:31:17	266	5	R1510	3.5	4	268
2014-03-18 23:44:14	266	3	R1509	4	4	270
2014-03-18 23:47:08	266	4	R1508	3.75	4	265
2014-03-19 00:04:10	266	2	R1507	3.66667	6	270
2014-03-19 00:21:15	269	3	R1565	3.6	5	265
2014-03-19 00:26:56	269	4	R1561	4	9	267
2014-03-19 00:34:05	269	3	R1560	3.71429	7	267
2014-03-19 00:35:19	269	2	R1558	3.55556	9	262
2014-03-19 06:38:02	268	4	R1570	4	3	270
2014-03-19 06:38:46	268	3	R1566	3.5	4	270
2014-03-19 06:41:20	268	4	R1559	3.90909	11	267
2014-03-19 09:53:55	264	4	R1555	4	5	266
2014-03-19 09:57:19	264	4	R1565	3.6	5	265
2014-03-19 10:04:04	264	4	R1570	4	3	270
2014-03-19 10:09:59	264	4	R1562	3.88889	9	262
2014-03-19 10:30:39	264	4	R1573	3.28571	7	264
2014-03-19 10:37:33	264	4	R1572	4	6	264
2014-03-19 11:29:37	264	3	R1558	3.55556	9	262
2014-03-19 11:31:20	264	3	R1547	4	7	266
2014-03-19 11:32:42	264	4	R1542	3.66667	9	261
2014-03-19 11:34:47	264	4	R1488	3.25	4	269
2014-03-19 11:35:21	264	4	R1559	3.90909	11	267
2014-03-19 11:35:41	264	4	R1541	4	5	261
2014-03-19 11:36:08	264	4	R1550	3.8	5	267
2014-03-19 11:36:22	264	4	R1549	4.4	5	267
2014-03-19 11:37:14	264	4	R1563	3.8	5	267
2014-03-19 11:37:55	264	4	R1492	3.66667	3	271
2014-03-19 11:38:07	264	4	R1494	3.5	6	271
2014-03-19 11:38:13	264	4	R1496	3.33333	3	271
2014-03-19 11:39:02	264	4	R1518	3.5	6	262
2014-03-19 11:39:50	264	3	R1523	3.42857	7	269
2014-03-19 11:40:02	264	3	R1516	4.14286	7	269
2014-03-19 11:40:31	264	4	R1533	4	7	268
2014-03-19 11:40:36	264	3	R1530	3.28571	7	268
2014-03-19 11:40:42	264	4	R1531	4.85714	7	268
2014-03-19 11:40:48	264	4	R1529	4	8	268
2014-03-19 11:41:24	269	4	R1572	4	6	264
2014-03-19 11:41:41	264	4	R1564	3.33333	3	265
2014-03-19 11:41:57	264	4	R1508	3.75	4	265
2014-03-19 11:42:17	264	4	R1505	3.75	4	265
2014-03-19 11:42:25	264	3	R1476	4	5	265
2014-03-19 11:42:33	264	4	R1504	3.5	4	265
2014-03-19 11:43:56	264	3	R1478	3.25	4	262
2014-03-19 11:44:06	264	3	R1475	3	6	262
2014-03-19 11:44:52	264	3	R1491	4	3	271
2014-03-19 11:45:30	264	3	R1510	3.5	4	268
2014-03-19 11:45:49	264	4	R1513	3.75	4	268
2014-03-19 11:46:27	269	4	R1570	4	3	270
2014-03-19 11:48:45	269	3	R1562	3.88889	9	262
2014-03-19 11:49:31	269	3	R1559	3.90909	11	267
2014-03-19 11:56:01	264	3	R1567	2.66667	3	270
2014-03-19 11:58:15	265	5	R1572	4	6	264
2014-03-19 12:00:51	264	3	R1556	3.83333	6	266
2014-03-19 12:07:18	269	4	R1556	3.83333	6	266
2014-03-19 12:07:44	264	3	R1548	3.5	8	266
2014-03-19 12:12:21	264	3	R1551	3.625	8	266
2014-03-19 12:13:53	265	4	R1573	3.28571	7	264
2014-03-19 12:22:29	269	4	R1512	4.33333	6	268
2014-03-19 14:22:31	268	3	R1573	3.28571	7	264
2014-03-19 14:23:39	268	4	R1565	3.6	5	265
2014-03-19 14:28:05	268	4	R1575	3.6	5	264
2014-03-19 14:36:08	268	4	R1554	3.83333	6	266
2014-03-19 14:36:58	268	3	R1552	2.75	8	266
2014-03-19 14:38:17	268	4	R1553	3.14286	7	266
2014-03-19 14:38:41	268	3	R1497	3.25	4	263
2014-03-19 14:39:20	268	4	R1498	4.5	4	263
2014-03-19 14:39:44	268	3	R1488	3.25	4	269
2014-03-19 14:40:46	268	3	R1494	3.5	6	271
2014-03-19 14:43:16	268	3	R1544	2.6	5	261
2014-03-19 14:43:36	268	3	R1539	3	5	261
2014-03-19 14:44:16	1	4	R1559	3.90909	11	267
2014-03-19 14:49:09	268	4	R1576	3.33333	6	268
2014-03-19 14:49:30	268	4	R1572	4	6	264
2014-03-19 14:50:38	268	4	R1538	4	4	261
2014-03-19 14:50:49	268	4	R1537	3.85714	7	268
2014-03-19 14:51:33	268	4	R1524	4.2	5	270
2014-03-19 14:51:39	268	4	R1523	3.42857	7	269
2014-03-19 14:52:21	268	4	R1509	4	4	270
2014-03-19 14:53:32	268	3	R1505	3.75	4	265
2014-03-19 14:55:28	268	3	R1504	3.5	4	265
2014-03-19 15:50:31	269	4	R1576	3.33333	6	268
2014-03-19 15:51:57	269	2	R1573	3.28571	7	264
2014-03-19 15:53:32	269	3	R1575	3.6	5	264
2014-03-19 15:54:00	269	4	R1566	3.5	4	270
2014-03-19 15:54:01	264	4	R1576	3.33333	6	268
2014-03-19 15:54:10	264	4	R1575	3.6	5	264
