created	author	rate	target	mean	votes	owner
2013-02-24 23:12:06	241	5	R1242	4.33333	3	238
2013-02-24 23:20:10	241	4	R1236	4	2	234
2013-02-24 23:26:08	236	5	R1270	5	1	241
2013-02-24 23:35:28	241	5	D93	5	2	236
2013-02-24 23:51:07	241	4	R1276	4	5	236
2013-02-25 00:00:17	241	4	R1256	4	3	240
2013-02-25 00:34:55	241	4	R1239	3.75	4	232
2013-02-25 01:33:29	241	4	R1219	3.75	4	1
2013-02-25 01:36:31	234	4	D95	4	1	241
2013-02-25 01:43:02	234	4	R1276	4	5	236
2013-02-25 01:45:52	234	5	R1260	4.8	5	235
2013-02-25 01:50:01	234	3	R1267	2.5	2	238
2013-02-25 01:51:55	234	3	R1227	3	1	238
2013-02-27 12:41:17	234	4	D96	4	2	233
2013-02-27 15:43:01	233	1	R1278	1	2	234
2013-02-27 15:50:38	233	1	R1277	1	1	241
2013-02-27 22:16:44	240	1	R1278	1	2	234
2013-02-27 22:21:25	236	5	D97	5	1	234
2013-03-03 23:31:16	233	4	R1286	4	2	233
2013-03-04 02:50:32	241	4	R1286	4	2	233
2013-03-04 22:57:47	241	4	D96	4	2	233
2013-03-05 01:02:32	241	4	D98	4	1	240
2013-03-05 01:09:40	241	4	R1275	3.5	4	236
2013-03-05 01:21:01	241	5	R1246	5	3	233
2013-03-10 15:55:11	232	5	R1287	4	2	238
2013-03-10 18:50:54	233	3	R1289	3	1	233
2013-03-10 18:52:48	233	2	R1288	3.66667	3	232
2013-03-10 19:37:04	238	5	R1288	3.66667	3	232
2013-03-10 19:52:36	238	4	R1276	4	5	236
2013-03-10 19:59:03	238	4	R1275	3.5	4	236
2013-03-10 20:40:07	238	4	R1266	3.4	5	234
2013-03-11 04:28:23	235	2	R1294	2	1	241
2013-03-11 04:32:06	235	3	R1293	3	1	238
2013-03-11 04:43:46	235	3	R1290	3	1	238
2013-03-11 04:46:50	235	2	R1291	3.5	2	238
2013-03-11 04:52:37	235	4	R1288	3.66667	3	232
2013-03-11 04:56:19	235	3	R1287	4	2	238
2013-03-11 05:04:37	235	3	R1276	4	5	236
2013-03-11 05:07:26	235	3	R1292	2.5	2	238
2013-03-11 20:04:34	233	3	R1268	4	2	236
2013-03-11 20:13:33	233	4	R1295	4	1	233
2013-03-11 20:15:04	233	2	R1292	2.5	2	238
2013-03-11 20:18:30	233	1	R1266	3.4	5	234
2013-03-11 20:30:55	233	4	R1296	4	2	233
2013-03-11 22:36:58	232	5	R1291	3.5	2	238
2013-03-11 22:40:07	232	0	R1259	4.5	2	235
2013-03-11 22:46:43	238	2	R1258	2.66667	3	235
2013-03-11 22:47:05	232	0	R1257	5	1	235
2013-03-11 23:10:58	232	1	R1258	2.66667	3	235
2013-03-12 00:23:00	233	1	R1297	1	1	232
2013-03-12 00:46:39	1	5	R1303	5	1	1
2013-03-13 03:11:10	241	5	R1305	3.5	2	232
2013-03-13 23:30:09	233	1	R1306	1	1	232
2013-03-13 23:32:08	233	2	R1305	3.5	2	232
2013-03-13 23:34:07	233	3	R1304	3	1	232
2013-03-13 23:41:30	233	2	R1302	2	1	1
2013-03-14 14:52:49	235	4	R1308	4	2	235
2013-03-14 14:55:04	235	4	R1307	4	1	235
2013-03-17 19:45:46	232	4	R1308	4	2	235
2013-03-17 19:53:07	232	4	R1296	4	2	233
2013-03-18 00:36:11	241	5	R1313	5	1	241
2013-03-18 00:53:52	241	4	R1311	4	2	236
2013-03-18 01:25:38	233	2	R1269	3.33333	3	236
2013-03-18 01:26:36	233	1	R1275	3.5	4	236
2013-03-18 13:13:14	238	4	R1310	4.5	2	236
2013-03-18 13:18:25	238	4	R1311	4	2	236
2013-03-20 12:52:10	240	5	R1332	5	2	240
2013-03-20 13:00:00	240	4	R1333	3.66667	3	240
2013-03-20 14:05:34	231	4	C235	4.5	2	231
2013-03-20 15:38:15	1	4	R1335	4	1	240
2013-03-20 15:43:56	1	3	R1334	3	1	240
2013-03-20 15:50:28	1	3	R1333	3.66667	3	240
2013-03-21 11:18:00	231	5	R1331	5	1	231
2013-03-21 14:56:59	236	5	R1339	5	1	240
2013-03-21 15:05:16	236	5	R1275	3.5	4	236
2013-03-21 15:05:45	236	5	R1276	4	5	236
2013-03-21 15:06:25	236	5	R1332	5	2	240
2013-03-21 15:09:03	236	5	R1310	4.5	2	236
2013-03-21 15:11:06	236	5	R1329	5	1	231
2013-03-21 15:15:01	236	4	D101	3.5	2	232
2013-03-21 15:19:23	236	5	R1319	5	1	231
2013-03-21 15:21:39	236	5	R1328	5	1	231
2013-03-21 15:24:48	236	5	R1336	5	1	240
2013-03-21 15:34:16	236	5	R1325	5	1	231
2013-04-01 17:06:44	238	5	R1317	5	1	231
2013-04-16 05:11:33	235	4	D106	3.66667	3	234
2013-04-17 01:48:26	235	4	D108	3.4	5	241
2013-04-17 09:11:32	232	4	D108	3.4	5	241
2013-04-17 13:39:25	238	4	D109	3.5	4	232
2013-04-17 14:03:05	238	4	D106	3.66667	3	234
2013-04-17 19:39:32	234	4	D112	3.5	4	238
2013-04-17 19:48:10	234	2	D111	3.33333	6	240
2013-04-17 19:50:25	234	3	D110	2	4	236
2013-04-17 20:30:14	232	4	D112	3.5	4	238
2013-04-17 22:41:18	241	4	D107	3.66667	3	235
2013-04-17 22:57:18	241	4	D111	3.33333	6	240
2013-04-17 23:08:25	234	4	D109	3.5	4	232
2013-04-17 23:16:51	234	4	D108	3.4	5	241
2013-04-17 23:19:22	234	4	D107	3.66667	3	235
2013-04-18 08:50:28	233	3	D106	3.66667	3	234
2013-04-18 09:01:45	233	4	D111	3.33333	6	240
2013-04-18 09:12:43	233	3	D107	3.66667	3	235
2013-04-18 09:18:20	233	2	D108	3.4	5	241
2013-04-18 09:22:38	233	2	D110	2	4	236
2013-04-18 09:27:48	233	3	D109	3.5	4	232
2013-04-18 10:10:27	233	4	R1348	4	1	233
2013-04-18 10:40:49	231	4	D113	4	2	233
2013-04-18 10:46:02	233	4	D114	3.5	4	231
2013-04-18 10:56:44	231	3	D108	3.4	5	241
2013-04-18 10:59:12	231	3	D100	3	1	238
2013-04-18 10:59:34	231	3	D112	3.5	4	238
2013-04-18 10:59:47	231	2	D111	3.33333	6	240
2013-04-18 11:00:56	231	1	D110	2	4	236
2013-04-18 11:02:18	231	3	D101	3.5	2	232
2013-04-18 11:03:38	231	1	D102	1	1	241
2013-04-18 13:08:13	240	4	D114	3.5	4	231
2013-04-18 13:08:30	240	4	D113	4	2	233
2013-04-18 13:08:53	240	3	D112	3.5	4	238
2013-04-18 13:09:31	240	2	D110	2	4	236
2013-04-18 13:09:50	240	3	D109	3.5	4	232
2013-04-18 13:11:54	240	4	D105	4	1	241
2013-04-18 13:13:16	240	5	R1347	4	2	1
2013-04-18 13:55:55	232	3	D114	3.5	4	231
2013-04-18 14:04:15	232	4	D111	3.33333	6	240
2013-04-18 20:44:21	238	4	D111	3.33333	6	240
2013-04-18 20:49:03	238	3	D114	3.5	4	231
2013-04-24 01:18:13	234	4	R1354	2.5	2	235
2013-04-26 08:26:12	238	4	R1363	3	2	232
2013-04-28 18:20:11	238	3	R1358	3	1	234
2013-04-28 18:21:51	238	4	R1357	3	2	234
2013-05-01 00:36:06	235	3	R1379	2.66667	3	241
2013-05-01 00:42:04	235	3	R1378	3.25	4	241
2013-05-01 00:47:32	235	3	R1377	2.5	2	241
2013-05-01 00:51:41	235	2	R1376	2	2	241
2013-05-01 00:55:22	235	2	R1375	2	2	241
2013-05-01 01:11:53	235	2	R1374	3	2	241
2013-05-01 01:57:20	235	2	R1373	3	2	241
2013-05-01 01:59:39	235	2	R1372	3.33333	3	238
2013-05-01 02:04:48	235	2	R1370	3.33333	3	238
2013-05-01 02:09:49	235	4	R1365	4.33333	3	232
2013-05-01 02:15:29	235	2	R1362	3	2	232
2013-05-01 02:18:56	235	4	R1355	4.5	2	235
2013-05-01 02:21:38	235	4	R1353	3	3	235
2013-05-01 02:26:06	235	4	R1349	3.5	2	235
2013-05-03 14:48:29	1	4	R1381	4	4	241
2013-05-03 14:53:46	1	2	R1379	2.66667	3	241
2013-05-03 15:00:56	1	4	R1378	3.25	4	241
2013-05-03 15:11:25	1	2	R1380	2.25	4	233
2013-05-03 17:16:16	232	5	R1372	3.33333	3	238
2013-05-03 17:25:41	232	2	R1380	2.25	4	233
2013-05-03 17:34:25	232	4	R1378	3.25	4	241
2013-05-03 17:37:46	232	4	R1370	3.33333	3	238
2013-05-03 17:41:56	232	2	R1353	3	3	235
2013-05-03 17:46:56	232	1	R1354	2.5	2	235
2013-05-03 17:51:41	232	2	R1357	3	2	234
2013-05-03 19:50:08	241	4	R1369	4	1	238
2013-05-03 20:00:45	241	3	R1380	2.25	4	233
2013-05-04 17:02:33	234	5	R1381	4	4	241
2013-05-04 17:07:11	234	2	R1380	2.25	4	233
2013-05-04 17:12:30	234	3	R1379	2.66667	3	241
2013-05-04 17:18:50	234	2	R1378	3.25	4	241
2013-05-04 17:26:46	234	2	R1377	2.5	2	241
2013-05-04 17:31:06	234	2	R1376	2	2	241
2013-05-04 17:37:40	234	2	R1375	2	2	241
2013-05-04 17:42:18	234	4	R1374	3	2	241
2013-05-04 17:46:02	234	4	R1373	3	2	241
2013-05-04 17:51:09	234	3	R1372	3.33333	3	238
2013-05-04 17:57:02	234	3	R1371	3	2	238
2013-05-04 18:03:25	234	4	R1370	3.33333	3	238
2013-05-04 18:06:48	234	4	R1368	4	1	238
2013-05-04 18:10:36	234	5	R1365	4.33333	3	232
2013-05-04 18:16:03	234	4	R1364	4	2	232
2013-05-04 18:32:07	234	3	R1350	3.5	2	235
2013-05-04 20:09:09	234	5	R1356	3	2	235
2013-05-04 20:14:05	234	5	R1355	4.5	2	235
2013-05-04 20:19:02	234	4	R1384	3.5	2	241
2013-05-04 20:22:42	234	5	R1383	4	2	241
2013-05-04 20:27:22	234	3	R1367	3	1	238
2013-05-04 20:31:12	234	3	R1366	3	2	238
2013-05-04 20:35:49	234	4	R1362	3	2	232
2013-05-04 20:43:51	234	3	R1361	3	1	232
2013-05-04 20:55:24	234	3	R1345	3	1	1
2013-05-04 21:01:35	234	3	R1347	4	2	1
2013-05-04 21:05:22	234	4	R1344	4	1	1
2013-05-05 01:27:31	235	2	R1363	3	2	232
2013-05-05 04:58:04	235	4	R1352	4	1	235
2013-05-05 04:59:48	235	4	R1351	4	2	235
2013-05-05 05:02:55	235	4	R1350	3.5	2	235
2013-05-05 06:39:53	235	5	R1386	5	2	234
2013-05-05 06:43:44	235	3	R1381	4	4	241
2013-05-05 06:47:10	235	3	R1366	3	2	238
2013-05-05 06:50:36	235	3	R1385	3	1	234
2013-05-05 06:53:15	235	4	D121	4	1	1
2013-05-05 06:56:09	235	3	R1384	3.5	2	241
2013-05-05 06:59:09	235	3	R1383	4	2	241
2013-05-05 07:07:04	235	3	R1388	3.4	5	235
2013-05-05 07:09:50	235	3	R1387	3	1	234
2013-05-05 12:51:07	234	3	R1388	3.4	5	235
2013-05-05 19:15:57	235	2	R1390	2.5	2	234
2013-05-05 21:28:47	238	1	R1356	3	2	235
2013-05-05 23:50:28	241	4	R1389	3.33333	3	234
2013-05-05 23:58:32	241	5	R1386	5	2	234
2013-05-06 00:12:43	241	4	R1365	4.33333	3	232
2013-05-06 00:19:18	241	5	D115	5	1	235
2013-05-06 00:28:00	241	3	R1349	3.5	2	235
2013-05-06 00:37:14	241	3	R1371	3	2	238
2013-05-06 00:40:56	241	4	R1381	4	4	241
2013-05-06 01:17:39	241	3	R1388	3.4	5	235
2013-05-06 01:50:33	241	4	R1333	3.66667	3	240
2013-05-06 09:30:48	235	3	R1395	3	1	234
2013-05-06 09:36:18	235	2	R1396	2	1	241
2013-05-06 09:40:54	235	3	R1389	3.33333	3	234
2013-05-06 17:52:27	232	4	R1391	4	1	241
2013-05-06 17:59:25	236	3	D119	3	2	241
2013-05-06 23:30:02	236	5	R1399	5	1	236
2013-05-07 01:12:26	236	5	R1406	3.5	2	236
2013-05-07 01:17:07	236	5	R1404	5	1	241
2013-05-07 03:10:15	241	4	R1407	4	1	236
2013-05-07 12:48:24	235	2	R1409	2.5	4	236
2013-05-07 21:13:34	236	5	C253	5	1	236
2013-05-07 22:24:36	241	3	R1408	3.5	2	236
2013-05-07 22:35:37	241	4	R1402	3	2	236
2013-05-07 23:00:37	235	3	R1410	3	1	241
2013-05-07 23:17:02	235	4	R1403	4	1	236
2013-05-07 23:21:50	235	3	R1394	3	1	241
2013-05-08 00:56:41	238	4	R1411	4	2	240
2013-05-08 11:13:39	231	5	R1416	5	1	231
2013-05-08 13:46:14	231	3	R1418	2.8	5	231
2013-05-08 15:09:04	231	4	C254	4	1	231
2013-05-09 01:59:34	235	1	R1421	1.5	2	241
2013-05-09 03:31:15	235	4	R1419	4	4	231
2013-05-09 03:34:37	235	3	R1418	2.8	5	231
2013-05-09 10:46:06	236	5	R1388	3.4	5	235
2013-05-09 10:46:13	232	4	R1419	4	4	231
2013-05-09 10:50:49	232	4	R1418	2.8	5	231
2013-05-09 11:03:05	232	4	R1412	4	1	240
2013-05-09 11:09:24	1	3	R1388	3.4	5	235
2013-05-09 11:10:17	232	3	R1390	2.5	2	234
2013-05-09 11:15:42	232	3	R1389	3.33333	3	234
2013-05-09 11:27:02	232	4	R1398	4	1	236
2013-05-09 11:35:27	232	4	R1408	3.5	2	236
2013-05-09 11:39:34	1	3	R1420	3	2	231
2013-05-09 11:42:22	232	4	R1409	2.5	4	236
2013-05-09 11:45:45	1	2	R1421	1.5	2	241
2013-05-09 20:33:42	240	4	R1260	4.8	5	235
2013-05-09 21:52:40	233	3	R1429	3	1	233
2013-05-09 22:15:11	233	1	R1430	1	1	233
2013-05-09 22:19:01	233	5	R1432	5	1	233
2013-05-09 22:22:08	233	4	R1433	4	2	233
2013-05-09 22:30:34	233	3	R1434	3	1	233
2013-05-09 22:38:11	233	4	R1435	4	1	233
2013-05-09 22:48:11	233	4	R1431	4	2	1
2013-05-09 22:52:22	233	1	R1418	2.8	5	231
2013-05-09 22:54:59	233	2	R1424	2.5	2	232
2013-05-09 22:59:18	233	3	R1420	3	2	231
2013-05-09 23:02:00	233	4	R1419	4	4	231
2013-05-09 23:05:41	233	4	R1417	4	1	231
2013-05-09 23:09:14	233	4	R1411	4	2	240
2013-05-09 23:42:29	233	2	R1402	3	2	236
2013-05-09 23:46:50	233	1	R1409	2.5	4	236
2013-05-10 00:06:34	233	2	R1406	3.5	2	236
2013-05-10 00:07:16	233	1	R1405	1	1	236
2013-05-10 00:28:18	1	3	R1437	3.5	2	240
2013-05-10 00:29:49	240	4	R1436	4	1	233
2013-05-10 00:34:49	240	4	R1433	4	2	233
2013-05-10 00:43:59	233	3	R1353	3	3	235
2013-05-10 00:52:49	233	4	R1327	4	1	231
2013-05-10 01:09:10	233	4	R1351	4	2	235
2013-05-10 01:13:56	240	3	R1424	2.5	2	232
2013-05-10 01:15:43	240	4	R1439	4	1	240
2013-05-10 01:18:06	240	4	R1431	4	2	1
2013-05-10 01:25:53	233	5	R1443	5	1	233
2013-05-10 01:31:21	240	4	R1437	3.5	2	240
2013-05-10 12:16:15	240	3	D124	3	1	233
2013-05-10 12:22:46	240	3	D123	3	1	231
2013-05-10 12:26:41	240	2	D120	2	1	236
2013-05-10 14:25:33	231	4	D125	4	1	240
2013-05-10 14:42:10	240	3	D119	3	2	241
2013-05-10 14:44:21	240	3	D118	3	1	238
2013-05-10 14:48:55	240	3	D117	3	1	234
2013-05-10 16:17:00	1	5	C256	5	1	233
2013-05-14 09:53:45	231	1	C248	1	1	232
2013-07-25 10:15:13	231	4	R1318	4	1	231
